n 141548, BTC size 141548
41623.70278, 0
41623.74444, 0
41623.78611, 0
41623.82778, 0
41623.86944, 0
41623.91111, 0
41623.95278, 0
41623.99444, 0
41623.99931, 0
41624.07778, 0
41624.11111, 0
41624.11667, 0
41624.11944, 0
41624.16111, 0
41624.20278, 0
41624.24444, 0
41624.28611, 0
41624.32222, 0
41624.32778, 0
41624.36944, 0
41624.37431, 0
41624.41111, 0
41624.44653, 0
41624.45278, 0
41624.49444, 0
41624.53611, 0
41624.57778, 0
41624.61944, 0
41624.66111, 0
41624.70278, 0
41624.72431, 0
41624.74444, 0
41624.78611, 0.0002
41624.82778, 0
41624.86944, 0
41624.91111, 0
41624.95278, 0
41624.99444, 0
41625.00417, 0
41625.01528, 0
41625.03333, 0
41625.03611, 0
41625.05, 0
41625.07778, 0
41625.11944, 0
41625.16111, 0
41625.20278, 0
41625.24444, 0
41625.28611, 0
41625.32778, 0
41625.36944, 0
41625.41111, 0
41625.45278, 0
41625.49444, 0
41625.53611, 0
41625.57778, 0
41625.61944, 0
41625.66111, 0
41625.70278, 0
41625.74444, 0
41625.78611, 0
41625.82778, 0
41625.86944, 0
41625.91111, 0
41625.95278, 0
41625.99444, 0
41626.03611, 0
41626.07778, 0
41626.11944, 0
41626.16111, 0
41626.20278, 0
41626.24444, 0
41626.28611, 0
41626.32778, 0
41626.36944, 0
41626.41111, 0
41626.45278, 0
41626.49444, 0
41626.53611, 0
41626.57778, 0
41626.61944, 0
41626.66111, 0
41626.70278, 0
41626.74444, 0
41626.78611, 0
41626.82778, 0
41626.86944, 0
41626.91111, 0
41626.95278, 0
41626.99444, 0
41627.03611, 0
41627.07778, 0
41627.11944, 0
41627.16111, 0
41627.20278, 0
41627.24444, 0
41627.28611, 0
41627.32778, 0
41627.36944, 0
41627.41111, 0
41627.45278, 0
41627.49444, 0
41627.53611, 0
41627.57778, 0
41627.61944, 0
41627.63958, 0
41627.66111, 0
41627.70278, 0
41627.74444, 0
41627.78611, 0
41627.82778, 0
41627.86944, 0
41627.91111, 0
41627.95278, 0
41627.99444, 0
41628.03611, 0
41628.07778, 0
41628.11944, 0
41628.16111, 0
41628.20278, 0
41628.24444, 0
41628.28611, 0
41628.32778, 0
41628.36944, 0
41628.41111, 0
41628.45278, 0
41628.49444, 0
41628.53611, 0
41628.57778, 0
41628.61944, 0
41628.66111, 0
41628.70278, 0
41628.74444, 0
41628.78611, 0
41628.82778, 0
41628.86944, 0
41628.91111, 0
41628.95278, 0
41628.99444, 0
41629.02847, 0
41629.03611, 0
41629.0625, 0
41629.07778, 0
41629.08542, 0
41629.11944, 0
41629.12778, 0
41629.16111, 0
41629.19306, 0
41629.20278, 0
41629.24444, 0
41629.28611, 0
41629.32778, 0
41629.36944, 0
41629.38958, 0
41629.39931, 0
41629.40139, 0.0007
41629.40278, 0.0014
41629.40833, 0.0017
41629.41111, 0
41629.42014, 0.0002
41629.42708, 0.0002
41629.45278, 0.0002
41629.49444, 0.0004
41629.53611, 0
41629.55972, 0
41629.57778, 0
41629.61944, 0
41629.66111, 0
41629.70278, 0
41629.74444, 0
41629.76806, 0
41629.78611, 0
41629.80625, 0
41629.82014, 0
41629.82778, 0
41629.86944, 0
41629.90625, 0
41629.91111, 0
41629.92153, 0
41629.95278, 0
41629.99236, 0
41629.99444, 0
41630.03611, 0.0001
41630.04097, 0
41630.07778, 0.0002
41630.08819, 0.0001
41630.10556, 0.0009
41630.11806, 0.0012
41630.11944, 0.0013
41630.13819, 0
41630.16111, 0.0003
41630.19306, 0.0003
41630.20278, 0.0005
41630.21458, 0.0001
41630.22847, 0.0003
41630.24444, 0.0007
41630.25833, 0.0002
41630.28403, 0.0007
41630.28611, 0.0007
41630.29306, 0.0001
41630.30417, 0.0001
41630.31319, 0.0001
41630.32778, 0.0001
41630.35278, 0.0002
41630.36111, 0.0002
41630.36944, 0.0002
41630.37917, 0
41630.39444, 0.0003
41630.41111, 0.0006
41630.41806, 0.0001
41630.42639, 0.0002
41630.43125, 0.0002
41630.43264, 0.0003
41630.43403, 0.0004
41630.43681, 0.0019
41630.43958, 0.0021
41630.44722, 0.0022
41630.45278, 0.0024
41630.45764, 0.0002
41630.47153, 0.0005
41630.47431, 0.0005
41630.47986, 0.0006
41630.48472, 0.0007
41630.49444, 0.0007
41630.50556, 0
41630.53611, 0.0001
41630.57778, 0.0006
41630.61944, 0
41630.62778, 0
41630.66111, 0
41630.70278, 0
41630.74444, 0
41630.78611, 0
41630.82778, 0
41630.86944, 0
41630.91111, 0
41630.95278, 0
41630.99444, 0
41631.03611, 0
41631.07778, 0
41631.11944, 0
41631.16111, 0
41631.20278, 0
41631.24444, 0
41631.28611, 0
41631.32778, 0
41631.36944, 0
41631.41111, 0
41631.45278, 0
41631.49444, 0
41631.53611, 0
41631.57778, 0
41631.61944, 0
41631.64583, 0
41631.66111, 0
41631.66528, 0
41631.68125, 0
41631.70278, 0
41631.74444, 0
41631.78611, 0
41631.82778, 0
41631.86944, 0
41631.91111, 0
41631.95278, 0
41631.99444, 0
41632.03611, 0
41632.07778, 0
41632.11944, 0
41632.16111, 0
41632.20278, 0
41632.24444, 0
41632.28611, 0
41632.32778, 0
41632.36944, 0
41632.41111, 0
41632.45278, 0
41632.49444, 0
41632.53611, 0
41632.57778, 0
41632.61944, 0
41632.66111, 0
41632.70278, 0
41632.74444, 0
41632.78611, 0
41632.82778, 0
41632.86944, 0
41632.91111, 0
41632.95278, 0
41632.99444, 0
41633.03611, 0
41633.07778, 0
41633.11944, 0
41633.16111, 0
41633.20278, 0
41633.24444, 0
41633.28611, 0
41633.32778, 0
41633.36944, 0
41633.41111, 0
41633.45278, 0
41633.49444, 0
41633.53611, 0
41633.57778, 0
41633.61944, 0
41633.66111, 0
41633.70278, 0
41633.74444, 0
41633.78611, 0
41633.82778, 0
41633.86944, 0
41633.91111, 0
41633.95278, 0
41633.99444, 0
41634.03611, 0
41634.07778, 0
41634.11944, 0
41634.16111, 0
41634.20278, 0
41634.24444, 0
41634.28611, 0
41634.32778, 0
41634.36944, 0
41634.41111, 0
41634.45278, 0
41634.49444, 0
41634.53611, 0
41634.57778, 0
41634.61944, 0
41634.66111, 0
41634.70278, 0
41634.74444, 0
41634.78611, 0
41634.82778, 0
41634.86944, 0
41634.91111, 0
41634.95278, 0
41634.99444, 0
41635.03611, 0
41635.07778, 0
41635.11944, 0
41635.16111, 0
41635.20278, 0
41635.24444, 0
41635.28611, 0
41635.32778, 0
41635.36944, 0
41635.41111, 0
41635.45278, 0
41635.49444, 0
41635.53611, 0
41635.57778, 0
41635.61944, 0
41635.66111, 0
41635.70278, 0
41635.74444, 0
41635.78611, 0
41635.82778, 0
41635.86944, 0
41635.91111, 0
41635.95278, 0
41635.99444, 0
41636.03611, 0
41636.07778, 0
41636.11944, 0
41636.16111, 0
41636.20278, 0.0006
41636.24444, 0.0007
41636.28611, 0.0006
41636.32778, 0.0005
41636.35139, 0.0004
41636.36458, 0.0009
41636.36944, 0.0013
41636.38056, 0.0004
41636.40903, 0.0017
41636.41111, 0.0019
41636.43264, 0.0009
41636.45278, 0.002
41636.475, 0.0016
41636.49167, 0.0029
41636.49444, 0.0032
41636.50903, 0.001
41636.53611, 0.002
41636.56597, 0.0004
41636.57778, 0.0003
41636.61806, 0
41636.61944, 0
41636.63403, 0
41636.6375, 0
41636.66111, 0
41636.67639, 0
41636.70278, 0
41636.71736, 0
41636.74444, 0
41636.78611, 0
41636.82778, 0
41636.86944, 0
41636.91111, 0
41636.95278, 0
41636.99444, 0
41637.03611, 0
41637.07778, 0
41637.11944, 0
41637.16111, 0
41637.20278, 0
41637.24444, 0
41637.28611, 0
41637.32778, 0
41637.36944, 0
41637.41111, 0
41637.45278, 0
41637.49444, 0
41637.53611, 0
41637.57778, 0
41637.61944, 0
41637.66111, 0
41637.70278, 0
41637.74444, 0
41637.78611, 0
41637.82778, 0
41637.86944, 0
41637.91111, 0
41637.95278, 0
41637.99444, 0
41638.03611, 0
41638.07778, 0
41638.11944, 0
41638.16111, 0
41638.20278, 0
41638.24444, 0
41638.28611, 0
41638.30972, 0
41638.32778, 0
41638.36944, 0
41638.41111, 0
41638.45278, 0
41638.49444, 0
41638.53611, 0
41638.57778, 0
41638.61944, 0
41638.66111, 0
41638.70278, 0
41638.74444, 0
41638.78611, 0
41638.82778, 0
41638.86944, 0
41638.91111, 0
41638.95278, 0
41638.99444, 0
41639.03611, 0
41639.07778, 0
41639.11944, 0
41639.16111, 0
41639.20278, 0
41639.24444, 0
41639.28611, 0
41639.32778, 0
41639.36944, 0
41639.41111, 0
41639.45278, 0
41639.49444, 0
41639.53611, 0
41639.57778, 0
41639.61944, 0
41639.66111, 0
41639.70278, 0
41639.74444, 0
41639.78611, 0
41639.82778, 0
41639.86944, 0
41639.91111, 0
41639.95278, 0
41639.99444, 0
41640.03611, 0
41640.07778, 0
41640.11944, 0
41640.16111, 0
41640.20278, 0
41640.24444, 0
41640.28611, 0
41640.32778, 0
41640.34722, 0
41640.35625, 0
41640.35903, 0
41640.36944, 0
41640.39375, 0
41640.41111, 0
41640.41736, 0
41640.45278, 0
41640.48333, 0
41640.48958, 0
41640.49444, 0
41640.51319, 0
41640.53611, 0
41640.57778, 0
41640.59375, 0
41640.61944, 0
41640.66111, 0
41640.66597, 0
41640.68681, 0
41640.70278, 0.0001
41640.73611, 0.0001
41640.74444, 0.0001
41640.75764, 0.0001
41640.76319, 0.0002
41640.77083, 0.0003
41640.78611, 0.0007
41640.80347, 0.0004
41640.82153, 0.0007
41640.82778, 0.0009
41640.84236, 0.0002
41640.84861, 0.0003
41640.86042, 0.0004
41640.86944, 0.0005
41640.89931, 0.0004
41640.90694, 0.0005
41640.91111, 0.0005
41640.93264, 0.0002
41640.95278, 0.0004
41640.96528, 0
41640.97431, 0.0001
41640.98889, 0.0002
41640.99444, 0.0002
41640.99861, 0
41641.00625, 0
41641.01458, 0
41641.02292, 0
41641.03611, 0
41641.05069, 0
41641.06319, 0
41641.06528, 0
41641.07778, 0
41641.11944, 0
41641.13958, 0
41641.15625, 0
41641.16111, 0
41641.20278, 0
41641.24444, 0
41641.26181, 0
41641.28611, 0
41641.32778, 0
41641.36944, 0
41641.41111, 0
41641.45278, 0
41641.49444, 0
41641.53611, 0
41641.57778, 0
41641.61944, 0
41641.66111, 0
41641.70278, 0
41641.74444, 0
41641.78611, 0
41641.82778, 0
41641.86944, 0
41641.91111, 0
41641.95278, 0
41641.99444, 0
41642.03611, 0
41642.07778, 0
41642.11944, 0
41642.16111, 0
41642.20278, 0
41642.24444, 0
41642.28611, 0
41642.32778, 0
41642.36944, 0
41642.41111, 0
41642.45278, 0
41642.49444, 0
41642.53611, 0
41642.57778, 0
41642.5875, 0
41642.61944, 0
41642.66111, 0
41642.70278, 0
41642.74444, 0
41642.78611, 0
41642.82778, 0
41642.86944, 0
41642.91111, 0
41642.95278, 0
41642.99444, 0
41643.02361, 0
41643.02778, 0
41643.03611, 0
41643.07778, 0
41643.11944, 0
41643.16111, 0
41643.18681, 0
41643.20278, 0
41643.20833, 0
41643.24444, 0
41643.28611, 0
41643.32778, 0
41643.36944, 0.0003
41643.41111, 0.0004
41643.44653, 0
41643.45278, 0
41643.49444, 0
41643.52639, 0
41643.53611, 0
41643.56944, 0
41643.57778, 0
41643.59861, 0
41643.60903, 0
41643.61111, 0
41643.61944, 0
41643.63264, 0
41643.66111, 0
41643.70278, 0
41643.74444, 0
41643.75764, 0.0001
41643.7625, 0.0001
41643.77222, 0.0001
41643.77569, 0.0001
41643.78194, 0.0001
41643.78611, 0
41643.79167, 0.0001
41643.82778, 0
41643.86944, 0
41643.87917, 0
41643.88889, 0.0001
41643.91111, 0.0001
41643.92083, 0
41643.94583, 0.0001
41643.95278, 0.0001
41643.97153, 0
41643.99444, 0
41643.99722, 0
41644.01736, 0
41644.02083, 0
41644.03611, 0
41644.04653, 0
41644.05625, 0
41644.07222, 0
41644.07778, 0
41644.08472, 0
41644.10139, 0
41644.11944, 0
41644.15486, 0
41644.16111, 0
41644.18681, 0
41644.19653, 0.0001
41644.20278, 0.0003
41644.20694, 0
41644.21181, 0.0004
41644.22639, 0.0004
41644.22778, 0.0004
41644.24444, 0.0005
41644.25764, 0.0001
41644.27014, 0.0001
41644.28611, 0.0001
41644.29097, 0
41644.29931, 0
41644.30486, 0.0003
41644.31944, 0.0004
41644.32778, 0.0004
41644.33819, 0
41644.35347, 0
41644.36944, 0
41644.39931, 0
41644.41111, 0
41644.44236, 0
41644.45278, 0
41644.49444, 0
41644.53611, 0
41644.57778, 0
41644.61944, 0
41644.66111, 0
41644.70278, 0
41644.74444, 0
41644.78611, 0
41644.82778, 0
41644.86944, 0
41644.91111, 0
41644.95278, 0
41644.99444, 0
41645.03611, 0
41645.07778, 0
41645.11944, 0
41645.16111, 0
41645.20278, 0
41645.24444, 0
41645.28611, 0
41645.32778, 0
41645.36944, 0
41645.41111, 0
41645.45278, 0
41645.49444, 0
41645.53611, 0
41645.57778, 0
41645.61944, 0
41645.66111, 0
41645.70278, 0
41645.74444, 0
41645.78611, 0
41645.82778, 0
41645.86944, 0
41645.91111, 0
41645.95278, 0
41645.99444, 0
41646.03611, 0
41646.07778, 0
41646.11944, 0
41646.16111, 0
41646.20278, 0
41646.24444, 0
41646.28611, 0
41646.32778, 0
41646.36944, 0
41646.41111, 0
41646.45278, 0
41646.49444, 0
41646.53611, 0
41646.57778, 0
41646.61944, 0
41646.66111, 0
41646.74444, 0
41646.78611, 0
41646.82778, 0
41646.86944, 0
41646.91111, 0
41646.92639, 0
41646.95278, 0
41646.99444, 0
41647.03611, 0
41647.07778, 0
41647.11944, 0
41647.16111, 0
41647.20278, 0
41647.24444, 0
41647.25764, 0
41647.28611, 0
41647.32778, 0
41647.36944, 0
41647.41111, 0
41647.45278, 0
41647.49444, 0
41647.53611, 0
41647.57778, 0
41647.61944, 0
41647.66111, 0
41647.70278, 0
41647.74444, 0
41647.78611, 0
41647.82778, 0
41647.86944, 0
41647.91111, 0
41647.95278, 0
41647.99444, 0
41648.02431, 0
41648.03611, 0
41648.07778, 0
41648.11944, 0
41648.16111, 0
41648.20278, 0
41648.20556, 0
41648.23403, 0
41648.24444, 0.0003
41648.25486, 0
41648.26667, 0.0001
41648.27778, 0.0001
41648.28611, 0.0005
41648.30486, 0
41648.31181, 0
41648.32778, 0.0003
41648.3375, 0
41648.36389, 0
41648.36944, 0.0002
41648.41111, 0.0002
41648.45278, 0.0002
41648.46806, 0.0001
41648.47431, 0.0001
41648.48333, 0.0001
41648.49444, 0.0001
41648.53611, 0.0001
41648.55486, 0.0001
41648.56944, 0.0002
41648.57569, 0.0002
41648.57778, 0.0003
41648.59167, 0.0001
41648.60139, 0.0002
41648.61944, 0.0002
41648.62639, 0
41648.64514, 0
41648.65764, 0
41648.66111, 0.0004
41648.67847, 0.0002
41648.70278, 0.0007
41648.71528, 0.0003
41648.74444, 0.0004
41648.75764, 0.0001
41648.76042, 0.0001
41648.76528, 0.0002
41648.77153, 0.0002
41648.78611, 0.0003
41648.79792, 0.0002
41648.80347, 0.0004
41648.82153, 0.0005
41648.82778, 0.0006
41648.83819, 0.0001
41648.84306, 0.0001
41648.86944, 0.0003
41648.89444, 0.0001
41648.91111, 0.0004
41648.91875, 0
41648.95278, 0.0001
41648.96458, 0
41648.99444, 0.0001
41649.03611, 0
41649.06667, 0
41649.07778, 0
41649.0875, 0
41649.09514, 0
41649.10972, 0.0003
41649.11944, 0.0009
41649.12708, 0.0002
41649.14097, 0.0002
41649.14444, 0.0002
41649.15278, 0.0002
41649.16111, 0.0001
41649.16597, 0
41649.17639, 0
41649.18681, 0
41649.19444, 0.0001
41649.20278, 0.0001
41649.20833, 0
41649.24444, 0
41649.28403, 0.0003
41649.28611, 0.0004
41649.29583, 0.0001
41649.30486, 0.0001
41649.32014, 0.0002
41649.32778, 0.0004
41649.36944, 0.0001
41649.40069, 0.0001
41649.41111, 0.0002
41649.43542, 0.0002
41649.43819, 0.0003
41649.44028, 0.0009
41649.44444, 0.0014
41649.44861, 0.0016
41649.45278, 0.0017
41649.45417, 0
41649.45694, 0.0001
41649.4625, 0.0003
41649.46875, 0.0007
41649.475, 0.0011
41649.47778, 0.0012
41649.49444, 0.0012
41649.50833, 0.0001
41649.51042, 0.0001
41649.52292, 0.0006
41649.53611, 0.0014
41649.54028, 0
41649.54306, 0
41649.54583, 0
41649.55, 0
41649.57361, 0.0001
41649.575, 0.0007
41649.57778, 0.0009
41649.58194, 0
41649.58333, 0
41649.61944, 0.0001
41649.66111, 0.0004
41649.68056, 0.0005
41649.68611, 0.0006
41649.69514, 0.0008
41649.7, 0.0008
41649.70278, 0.0006
41649.71111, 0
41649.72014, 0.0001
41649.73125, 0.0001
41649.7375, 0.0001
41649.74444, 0.0001
41649.75417, 0
41649.78611, 0.0001
41649.82778, 0
41649.86944, 0
41649.91111, 0
41649.91667, 0
41649.95278, 0
41649.99444, 0
41650.03611, 0
41650.07778, 0
41650.11944, 0
41650.16111, 0
41650.20278, 0
41650.24444, 0
41650.28611, 0
41650.32778, 0
41650.36944, 0
41650.41111, 0
41650.45278, 0
41650.49444, 0
41650.53611, 0
41650.57778, 0
41650.61944, 0
41650.66111, 0
41650.70278, 0
41650.74444, 0
41650.78611, 0
41650.82778, 0
41650.86944, 0
41650.91111, 0
41650.95278, 0
41650.99444, 0
41651.03611, 0
41651.07778, 0
41651.11944, 0
41651.16111, 0
41651.20278, 0
41651.24444, 0
41651.28611, 0
41651.32778, 0
41651.36944, 0
41651.41111, 0
41651.45278, 0
41651.49444, 0
41651.53611, 0
41651.57778, 0
41651.61944, 0
41651.66111, 0
41651.70278, 0
41651.74444, 0
41651.78611, 0
41651.82778, 0
41651.86944, 0
41651.91111, 0
41651.95278, 0
41651.99444, 0
41652.03611, 0
41652.07778, 0.0002
41652.11944, 0.0001
41652.16111, 0.0005
41652.20278, 0
41652.24444, 0
41652.28611, 0
41652.31042, 0
41652.32778, 0
41652.36944, 0
41652.40069, 0
41652.41111, 0
41652.45278, 0.0007
41652.51111, 0.0003
41652.52986, 0.0006
41652.53611, 0.0007
41652.55278, 0.0001
41652.57778, 0.0005
41652.59444, 0.0003
41652.61944, 0.0002
41652.66111, 0
41652.70278, 0
41652.74444, 0
41652.78611, 0
41652.82778, 0
41652.86944, 0
41652.90347, 0
41652.91111, 0
41652.9125, 0
41652.95, 0
41652.95278, 0
41652.95972, 0
41652.9625, 0
41652.96736, 0
41652.99444, 0
41653.03611, 0
41653.07778, 0
41653.09167, 0
41653.11806, 0
41653.11944, 0
41653.14861, 0
41653.16111, 0
41653.18611, 0
41653.19375, 0
41653.20139, 0
41653.20278, 0
41653.20486, 0
41653.20972, 0
41653.21875, 0
41653.24444, 0
41653.28194, 0
41653.28611, 0
41653.30278, 0
41653.31042, 0
41653.32778, 0
41653.36944, 0
41653.37153, 0
41653.38264, 0
41653.38611, 0
41653.38819, 0
41653.41111, 0
41653.42639, 0
41653.45278, 0
41653.48125, 0
41653.48958, 0
41653.49444, 0
41653.51597, 0
41653.53611, 0
41653.56597, 0
41653.57778, 0
41653.61389, 0
41653.61944, 0
41653.66111, 0
41653.70069, 0
41653.70278, 0
41653.72292, 0
41653.74444, 0
41653.78611, 0
41653.82778, 0
41653.86944, 0
41653.91111, 0
41653.95278, 0
41653.98403, 0
41653.99444, 0
41654.03611, 0
41654.07778, 0
41654.11944, 0
41654.125, 0
41654.14167, 0
41654.16111, 0
41654.20278, 0
41654.24444, 0
41654.28611, 0
41654.32778, 0
41654.36944, 0
41654.41111, 0
41654.45278, 0
41654.49444, 0
41654.53611, 0
41654.57778, 0
41654.61944, 0
41654.66111, 0
41654.70278, 0
41654.74444, 0
41654.78611, 0
41654.82778, 0
41654.86944, 0
41654.91111, 0
41654.95278, 0
41654.99444, 0
41655.03611, 0
41655.07778, 0
41655.11944, 0
41655.16111, 0
41655.20278, 0
41655.24444, 0
41655.28611, 0
41655.36944, 0
41655.41111, 0
41655.45278, 0
41655.49444, 0
41655.53611, 0
41655.57778, 0
41655.61944, 0
41655.66111, 0
41655.70278, 0
41655.74444, 0
41655.78611, 0
41655.82778, 0
41655.86944, 0
41655.88333, 0
41655.91111, 0
41655.95278, 0
41655.99444, 0
41656.03611, 0
41656.07778, 0
41656.08403, 0
41656.09444, 0
41656.10972, 0
41656.11944, 0
41656.13125, 0
41656.16111, 0
41656.19306, 0
41656.20278, 0
41656.24444, 0
41656.28611, 0
41656.32778, 0
41656.36944, 0
41656.41111, 0
41656.45278, 0
41656.49444, 0
41656.53611, 0
41656.57778, 0
41656.61944, 0
41656.66111, 0
41656.70278, 0
41656.74444, 0
41656.78611, 0
41656.82778, 0
41656.86944, 0
41656.91111, 0
41656.95278, 0
41656.99444, 0
41657.03611, 0
41657.07778, 0
41657.11944, 0
41657.16111, 0
41657.20278, 0
41657.24444, 0
41657.28611, 0
41657.32778, 0
41657.36944, 0
41657.41111, 0
41657.45278, 0
41657.49444, 0
41657.53611, 0
41657.57778, 0
41657.61944, 0
41657.66111, 0
41657.70278, 0
41657.74444, 0
41657.78611, 0
41657.82778, 0
41657.86944, 0
41657.91111, 0
41657.95278, 0
41657.99444, 0
41658.03611, 0
41658.07778, 0
41658.11944, 0
41658.16111, 0
41658.20278, 0
41658.24444, 0
41658.28611, 0
41658.32778, 0
41658.36944, 0
41658.41111, 0
41658.45278, 0
41658.49444, 0
41658.53611, 0
41658.57778, 0
41658.61944, 0
41658.66111, 0
41658.70278, 0
41658.74444, 0
41658.78611, 0
41658.82778, 0
41658.86944, 0
41658.91111, 0
41658.95278, 0
41658.99444, 0
41659.03611, 0
41659.07778, 0
41659.11944, 0
41659.16111, 0
41659.20278, 0
41659.24444, 0
41659.28611, 0
41659.32778, 0
41659.36944, 0
41659.39583, 0
41659.41111, 0
41659.41528, 0
41659.42014, 0
41659.42708, 0
41659.45278, 0
41659.46111, 0
41659.47569, 0.0001
41659.48264, 0.0001
41659.49444, 0.0002
41659.50972, 0
41659.51736, 0
41659.53611, 0
41659.54167, 0
41659.57222, 0.0002
41659.57778, 0.0002
41659.58611, 0.0001
41659.60069, 0.0002
41659.60417, 0.0002
41659.61944, 0.0004
41659.63472, 0.0002
41659.64931, 0.0003
41659.65069, 0.0003
41659.66111, 0.0002
41659.68194, 0
41659.68889, 0
41659.70278, 0.0001
41659.71458, 0
41659.72083, 0.0001
41659.72431, 0.0001
41659.73333, 0.0001
41659.74097, 0.0001
41659.74444, 0.0001
41659.74722, 0
41659.75069, 0
41659.75694, 0.0001
41659.77778, 0.0002
41659.78472, 0.0002
41659.78611, 0.0002
41659.82778, 0.0001
41659.86944, 0.0002
41659.87292, 0
41659.88611, 0
41659.91111, 0
41659.92569, 0
41659.93611, 0
41659.94931, 0
41659.95278, 0
41659.97292, 0
41659.99444, 0
41660.03611, 0
41660.07778, 0
41660.11944, 0
41660.16111, 0
41660.20278, 0
41660.24444, 0
41660.28611, 0
41660.32778, 0
41660.36944, 0
41660.41111, 0
41660.45278, 0
41660.49444, 0
41660.53611, 0
41660.57778, 0
41660.61944, 0
41660.66111, 0
41660.70278, 0
41660.74444, 0
41660.78611, 0
41660.82778, 0
41660.86944, 0
41660.91111, 0
41660.95278, 0
41660.99444, 0
41661.03611, 0
41661.07778, 0
41661.11944, 0
41661.16111, 0
41661.18611, 0
41661.20278, 0
41661.24444, 0
41661.28611, 0
41661.32778, 0
41661.36944, 0
41661.41111, 0
41661.45278, 0
41661.49444, 0
41661.53611, 0
41661.57014, 0
41661.57778, 0
41661.57986, 0
41661.58542, 0
41661.58819, 0
41661.61944, 0
41661.66111, 0
41661.70278, 0
41661.74444, 0
41661.78611, 0
41661.82778, 0
41661.86944, 0
41661.91111, 0
41661.95278, 0
41661.99444, 0
41662.03611, 0
41662.07778, 0
41662.11944, 0
41662.16111, 0
41662.20278, 0
41662.24444, 0
41662.28611, 0
41662.32778, 0
41662.36944, 0
41662.41111, 0
41662.45278, 0
41662.49444, 0
41662.53611, 0
41662.57778, 0
41662.61944, 0
41662.66111, 0
41662.70278, 0
41662.74444, 0
41662.78611, 0
41662.82778, 0
41662.86944, 0
41662.91111, 0
41662.95278, 0
41662.99444, 0
41663.03611, 0
41663.07778, 0
41663.11944, 0
41663.12778, 0
41663.16111, 0
41663.20278, 0
41663.24444, 0
41663.28611, 0
41663.32778, 0
41663.36944, 0
41663.41111, 0
41663.45278, 0
41663.49444, 0
41663.53611, 0
41663.57778, 0
41663.61944, 0
41663.66111, 0
41663.70278, 0
41663.74444, 0
41663.78611, 0
41663.82778, 0
41663.86944, 0
41663.91111, 0
41663.92222, 0
41663.95278, 0
41663.99444, 0
41664.03611, 0
41664.07778, 0
41664.11944, 0
41664.16111, 0
41664.20278, 0
41664.24444, 0
41664.28611, 0
41664.32778, 0
41664.36944, 0
41664.41111, 0
41664.45278, 0
41664.49444, 0
41664.53611, 0
41664.57778, 0
41664.61944, 0
41664.66111, 0
41664.70278, 0
41664.74444, 0
41664.78611, 0
41664.82778, 0
41664.86944, 0
41664.91111, 0
41664.95278, 0
41664.99444, 0
41665.03611, 0
41665.07778, 0
41665.11944, 0
41665.16111, 0
41665.20278, 0
41665.24444, 0
41665.28611, 0
41665.32778, 0
41665.36944, 0
41665.41111, 0
41665.45278, 0
41665.47222, 0
41665.49444, 0
41665.53611, 0
41665.57778, 0
41665.61944, 0
41665.66111, 0
41665.70278, 0
41665.74444, 0
41665.78611, 0
41665.82778, 0
41665.86944, 0
41665.91111, 0
41665.95278, 0
41665.99444, 0
41666.03611, 0
41666.07778, 0
41666.11944, 0
41666.16111, 0
41666.20278, 0
41666.24444, 0
41666.28611, 0
41666.32778, 0
41666.36944, 0
41666.41111, 0
41666.45278, 0
41666.49444, 0
41666.53611, 0
41666.57778, 0
41666.61944, 0
41666.66111, 0
41666.70278, 0
41666.74444, 0
41666.78611, 0
41666.82778, 0
41666.86944, 0
41666.89236, 0
41666.90347, 0
41666.91111, 0
41666.92014, 0
41666.95278, 0
41666.97361, 0
41666.98542, 0
41666.99444, 0
41666.99722, 0
41667.00278, 0
41667.00972, 0.0001
41667.01528, 0.0001
41667.03056, 0.0001
41667.03611, 0
41667.05417, 0.0001
41667.07361, 0.0001
41667.07778, 0.0002
41667.1, 0.0001
41667.11944, 0
41667.16111, 0
41667.20278, 0
41667.24444, 0
41667.28611, 0
41667.32778, 0
41667.36944, 0
41667.41111, 0
41667.45278, 0
41667.49444, 0
41667.53611, 0
41667.57778, 0
41667.61944, 0
41667.66111, 0
41667.70278, 0
41667.74444, 0
41667.78611, 0
41667.82778, 0
41667.86944, 0
41667.91111, 0
41667.95278, 0
41667.99444, 0
41668.03611, 0
41668.07778, 0
41668.16111, 0
41668.20278, 0
41668.24444, 0
41668.28611, 0
41668.32778, 0
41668.36944, 0
41668.41111, 0
41668.45278, 0
41668.49444, 0
41668.53611, 0
41668.57778, 0
41668.61944, 0
41668.66111, 0
41668.70278, 0
41668.74444, 0
41668.78611, 0
41668.82778, 0
41668.86944, 0
41668.91111, 0
41668.95278, 0
41668.99444, 0
41669.03611, 0
41669.07778, 0
41669.11944, 0
41669.16111, 0
41669.20278, 0
41669.24444, 0
41669.28611, 0
41669.32778, 0
41669.36944, 0
41669.41111, 0
41669.45278, 0
41669.49444, 0
41669.53611, 0
41669.57778, 0
41669.61944, 0
41669.66111, 0
41669.70278, 0
41669.74444, 0
41669.78611, 0
41669.82778, 0
41669.86944, 0
41669.91111, 0
41669.95278, 0
41669.99444, 0
41670.03611, 0
41670.07778, 0
41670.11944, 0
41670.16111, 0
41670.20278, 0
41670.24444, 0
41670.28611, 0
41670.32778, 0
41670.36944, 0
41670.41111, 0
41670.45278, 0
41670.49444, 0
41670.53611, 0
